x,y,theta
1.6120,-9.0438,1.8980
1.6042,-9.0083,1.8955
1.5959,-8.9752,1.9040
1.5866,-8.9504,1.9352
1.5769,-8.9270,1.9578
1.5674,-8.9040,1.9660
1.5577,-8.8813,1.9742
1.5409,-8.8530,1.9902
1.5301,-8.8290,2.0038
1.5117,-8.8048,2.0672
1.4991,-8.7825,2.0663
1.4829,-8.7592,2.0740
1.4639,-8.7337,2.1173
1.4509,-8.7130,2.1276
1.4372,-8.6976,2.1494
1.4212,-8.6756,2.2226
1.4061,-8.6564,2.2364
1.3942,-8.6373,2.2452
1.3786,-8.6175,2.2513
1.3531,-8.5840,2.3046
1.3356,-8.5624,2.2987
1.3187,-8.5436,2.3044
1.3006,-8.5271,2.3580
1.2830,-8.5096,2.3629
1.2568,-8.4813,2.3662
1.2389,-8.4624,2.3740
1.2194,-8.4482,2.3825
1.1992,-8.4345,2.3909
1.1803,-8.4170,2.4268
1.1611,-8.3950,2.4909
1.1412,-8.3789,2.4948
1.1214,-8.3641,2.5032
1.0920,-8.3550,2.4780
1.0720,-8.3397,2.4821
1.0528,-8.3248,2.4896
1.0331,-8.3159,2.4945
1.0134,-8.3013,2.5014
0.9910,-8.2872,2.5054
0.9682,-8.2734,2.5101
0.9457,-8.2575,2.5648
0.9234,-8.2440,2.6352
0.8999,-8.2284,2.6529
0.8779,-8.2167,2.6555
0.8540,-8.2032,2.6373
0.8297,-8.1872,2.6513
0.8067,-8.1761,2.7103
0.7762,-8.1714,2.7796
0.7504,-8.1627,2.8567
0.5285,-8.1132,3.0089
0.4954,-8.1129,2.9744
0.1410,-8.0871,-3.0903
0.0995,-8.1001,-3.0796
0.0719,-8.1071,-3.0568
0.0465,-8.1096,-3.0368
0.0187,-8.1146,-3.0211
-0.0061,-8.1176,-3.0160
-0.0385,-8.1195,-3.0191
-0.0607,-8.1207,-3.0181
-0.0851,-8.1238,-3.0121
-0.1063,-8.1234,-3.0029
-0.1309,-8.1268,-2.9997
-0.1552,-8.1304,-2.9961
-0.1903,-8.1408,-2.9898
-0.2152,-8.1446,-2.9863
-0.2400,-8.1486,-2.9826
-0.2614,-8.1554,-2.9854
-0.2873,-8.1592,-2.9925
-0.3102,-8.1627,-2.9850
-0.3407,-8.1666,-3.0104
-0.3651,-8.1699,-3.0016
-0.3888,-8.1732,-3.0046
-0.4135,-8.1761,-3.0228
-0.4408,-8.1790,-3.0373
-0.4687,-8.1814,-3.0405
-0.4963,-8.1838,-3.0445
-0.5206,-8.1861,-3.0497
-0.5755,-8.1888,-3.0508
-0.5972,-8.1904,-3.0517
-0.6195,-8.1928,-3.0457
-0.6441,-8.1953,-3.0466
-0.6682,-8.1976,-3.0459
-0.6970,-8.2064,-3.0494
-0.7222,-8.2087,-3.0533
-0.7466,-8.2109,-3.0540
-0.7746,-8.2149,-3.0559
-0.8005,-8.2179,-3.0561
-0.8245,-8.2200,-3.0563
-0.8503,-8.2247,-3.0565
-0.8760,-8.2268,-3.0578
-0.9024,-8.2294,-3.0410
-0.9225,-8.2293,-3.0276
-0.9445,-8.2306,-3.0213
-0.9686,-8.2335,-3.0226
-0.9994,-8.2365,-3.0366
-1.0265,-8.2385,-3.0385
-1.0502,-8.2409,-3.0359
-1.0727,-8.2498,-3.0333
-1.0977,-8.2525,-3.0333
-1.1215,-8.2551,-3.0343
-1.1498,-8.2542,-3.0321
-1.6295,-8.3070,-3.0346
-1.7230,-8.3202,-3.0366
-1.7453,-8.3235,-3.0382
-1.7692,-8.3260,-3.0385
-1.7939,-8.3285,-3.0390
-1.8162,-8.3310,-3.0381
-1.8391,-8.3335,-3.0384
-1.8638,-8.3361,-3.0381
-1.8886,-8.3402,-3.0398
-1.9137,-8.3451,-3.0397
-1.9388,-8.3476,-3.0395
-1.9635,-8.3539,-3.0396
-1.9888,-8.3590,-3.0406
-2.0119,-8.3614,-3.0411
-2.0397,-8.3640,-3.0472
-2.0648,-8.3664,-3.0468
-2.0876,-8.3686,-3.0476
-2.1145,-8.3774,-3.0433
-2.1417,-8.3805,-3.0346
-2.1646,-8.3832,-3.0330
-2.1852,-8.3850,-3.0280
-2.2141,-8.3881,-3.0217
-2.2390,-8.3913,-3.0200
-2.2645,-8.3968,-3.0205
-2.2894,-8.4014,-3.0208
-2.3146,-8.4045,-3.0193
-2.3394,-8.4099,-3.0171
-2.3643,-8.4145,-3.0191
-2.3893,-8.4176,-3.0206
-2.4144,-8.4208,-3.0190
-2.4396,-8.4240,-3.0185
-2.4645,-8.4272,-3.0167
-2.4872,-8.4304,-3.0158
-2.5108,-8.4337,-3.0146
-2.5363,-8.4370,-3.0149
-2.5619,-8.4387,-3.0158
-2.5868,-8.4394,-3.0165
-2.6091,-8.4422,-3.0165
-2.6411,-8.4561,-3.0175
-2.6659,-8.4592,-3.0181
-2.6884,-8.4621,-3.0193
-2.7166,-8.4657,-3.0130
-2.7417,-8.4689,-3.0139
-2.7643,-8.4718,-3.0147
-2.7925,-8.4753,-3.0193
-2.8179,-8.4784,-3.0193
-2.8402,-8.4812,-3.0170
-2.8682,-8.4848,-3.0131
-2.8931,-8.4880,-3.0138
-2.9151,-8.4908,-3.0128
-2.9437,-8.4944,-3.0141
-2.9657,-8.4972,-3.0151
-3.0489,-8.5076,-3.0196
-2.8050,-8.4322,-2.6105
-2.7650,-8.4111,-2.5104
-2.7422,-8.3942,-2.4229
-2.7260,-8.3789,-2.3548
-2.6996,-8.3550,-2.3192
-2.6801,-8.3345,-2.2811
-2.6663,-8.3173,-2.2094
-2.6536,-8.3007,-2.1556
-2.6384,-8.2767,-2.0667
-2.6276,-8.2549,-2.0148
-2.6157,-8.2364,-2.0040
-2.6056,-8.2126,-1.9217
-2.5991,-8.1641,-1.8150
-2.5946,-8.1369,-1.8002
-2.5900,-8.1162,-1.7606
-2.5836,-8.0940,-1.6910
-2.5799,-8.0702,-1.6645
-2.5780,-8.0501,-1.6531
-2.5800,-8.0283,-1.5850
-2.5806,-8.0027,-1.5088
-2.5819,-7.9826,-1.5013
-2.5766,-7.9498,-1.4836
-2.5767,-7.9244,-1.4694
-2.5790,-7.9000,-1.4620
-2.5816,-7.8754,-1.4554
-2.5846,-7.8506,-1.4443
-2.5895,-7.7810,-1.4310
-2.5918,-7.7600,-1.4600
-2.5946,-7.7361,-1.4491
-2.5975,-7.7124,-1.4432
-2.6045,-7.6859,-1.4370
-2.6095,-7.6608,-1.4337
-2.6127,-7.6368,-1.4324
-2.6155,-7.6132,-1.4342
