x,y,theta
-1.242802242494875,3.776238363545493,-2.9904245710936834
-1.2916491533924301,3.7687975041699318,-2.9482616465360896
-1.339658779919922,3.759398358307778,-2.8981729475719336
-1.3866885479808317,3.7477187857350605,-2.8399764404064562
-1.4325958834786365,3.733436646227804,-2.7737024730129844
-1.4772382123168155,3.7162297995620355,-2.6997082610397585
-1.5204729603988478,3.695776105513782,-2.6187846290280854
-1.5621575536282126,3.6717534238590726,-2.533156721918324
-1.6021450150595895,3.64389842588991,-2.450293660041251
-1.6402575484499917,3.612359454908951,-2.372373547873851
-1.6763041898985411,3.5774607425942926,-2.2984834841920145
-1.7100939260386012,3.539527181368123,-2.2276899438756885
-1.7414357435035346,3.4988836636526295,-2.159075043186578
-1.7701386289267032,3.4558550818700007,-2.0917452138333514
-1.7960115689414704,3.4107663284424232,-2.024829899624194
-1.8188635501811987,3.3639422957920853,-1.9574755387850789
-1.8385035592792502,3.3157078763411745,-1.8888388893232526
-1.8547405828689891,3.2663879625118795,-1.8180832659191444
-1.867383607583776,3.216307446726387,-1.7443814261491817
-1.8762416200569756,3.1657912214068853,-1.6669295049100636
-1.8811236069219488,3.115164178975561,-1.588230948810293
-1.8820031023112151,3.064723952944912,-1.5342139110217674
-1.880166821926745,3.0145506354002247,-1.51804161814927
-1.8775303072594483,2.964620147257488,-1.5402848578258326
-1.876013038343023,2.9149077569743866,-1.6015113583543583
-1.877534495211166,2.8653887330086056,-1.701318790635705
-1.8840126203621756,2.8160386383654212,-1.8231301739766468
-1.8966646631854645,2.7669672687115274,-1.9315557698032666
-1.914900631665003,2.7186306352259386,-2.0241485317693786
-1.937843101508955,2.6715398128507766,-2.104231628306978
-1.9646146484254838,2.626205876528163,-2.174900055704395
-1.9943378481227527,2.5831399012002167,-2.2389433234752385
-2.0261354857835667,2.5428510966521567,-2.293466589660294
-2.0591837649835134,2.5053730366523275,-2.3253651032317846
-2.0927828344451616,2.469635690518425,-2.33064703504284
-2.126250377172445,2.434412902770815,-2.308399200420846
-2.158904076169296,2.398478517929859,-2.259228346988068
-2.190061614439651,2.360606380515923,-2.185787236307757
-2.21904227399779,2.319579012155782,-2.1018157561032362
-2.2452942669793985,2.2748785799690285,-2.0234559773031977
-2.268487354395671,2.227189496683186,-1.949155276132038
-2.2883131394631735,2.1773147028017235,-1.8760273137100592
-2.3044632253984707,2.1260571388281067,-1.8013194662387537
-2.31662921541813,2.074219745265803,-1.7221742730405567
-2.3245027127387163,2.0226054626182797,-1.6368004404058767
-2.327854667218019,1.9718952077987093,-1.549820851132613
-2.326812586086104,1.9222215643561822,-1.4641602601165367
-2.3216040878013158,1.873563159335574,-1.381191809980958
-2.3124567960232585,1.8258986117829832,-1.3020689224928537
-2.299598334411537,1.779206540744506,-1.2276571204989144
-2.2832563266257586,1.7334655652662398,-1.1585169385764547
-2.2636583963255257,1.688654304394282,-1.09492886398721
-2.2410321671704447,1.6447513771747313,-1.036943858579806
-2.21560526282012,1.6017354026536825,-0.9844431382902896
-2.1876053069341577,1.5595849998772353,-0.9371953511745768
-2.1572599231721603,1.5182787878914847,-0.8949047197485535
-2.1247967351937342,1.477795385742529,-0.8567190787994614
-2.0904336367227887,1.4381445791544916,-0.8179900971052847
-2.0543103812146453,1.3995864507361,-0.7760963952345931
-2.0165291038449524,1.3625015809952585,-0.7303743188121044
-1.9771916990505518,1.3272713215681802,-0.6801137579566741
-1.9364000612682875,1.2942770240910775,-0.6245435671885753
-1.894256084935002,1.263900040200163,-0.5628436035167141
-1.8508616644875377,1.2365217215316493,-0.4941784794590286
-1.8063186943627387,1.2125234197217492,-0.4177640759362462
-1.7607290689974464,1.1922864864066747,-0.3329786175070053
-1.7141946828285042,1.1761922732226386,-0.2395247113560473
-1.6668174302927563,1.1646221318058545,-0.13763148727775054
-1.6186992058270442,1.1579574137925341,-0.02825374333888309
-1.5699419038682096,1.1565794708188895,0.08681296979459034
-1.520647418853098,1.160869654521134,0.20045913673218052
-1.4709225411297624,1.1709731571190198,0.2850265912012295
-1.4209032119895315,1.1856290444838014,0.33437416516200963
-1.3707361179405488,1.2030580756746985,0.35192137553306235
-1.3205679623930122,1.2214801944623872,0.33893962197209043
-1.2705454487571224,1.2391153446175442,0.29420467943499923
-1.2208152804430783,1.254183469910846,0.22359126366738863
-1.1714941358622792,1.2653987685059491,0.1644535318090278
-1.1225746684858666,1.2735170663437694,0.12910846044813526
-1.0740175124578135,1.2798212732534784,0.11912073550869745
-1.025783301883904,1.285594299692896,0.1352417623532459
-0.977832670869922,1.2921190561198408,0.17752928590435202
-0.9301262535216522,1.3006784529921325,0.24105212981457383
-0.8826185436071573,1.31235737442907,0.29274087231936974
-0.8352145541095666,1.3266449456334182,0.3181118106296074
-0.787795408122359,1.3422598411275806,0.3180515461765724
-0.7402420740789606,1.3579157476359314,0.292773473096674
-0.6924355204127962,1.3723263518828452,0.2417388465994875
-0.6442567155572914,1.3842053405926977,0.16413652558886396
-0.5955866279458717,1.3922664004898633,0.06717170732462045
-0.5463309517940831,1.3955799735082326,-0.014011169022891595
-0.496510805040825,1.394881889329763,-0.06919896459491506
-0.44618095913864325,1.391393546353874,-0.09925277835940825
-0.3953961894763665,1.38633639977451,-0.10519785962105088
-0.34421127144282415,1.3809319047856177,-0.08769152201797145
-0.2926809804268448,1.3764015165811418,-0.04969415102522217
-0.24089001005122376,1.3738256875843975,-0.0033918435076032267
-0.1890577873357857,1.3736498801220967,0.048222809451399826
-0.13744164984703658,1.376140886478981,0.10567284410135767
-0.08629893722839248,1.3815654891514493,0.1694493745330643
-0.03588698912326956,1.3901904706358996,0.23994850745494686
0.01353685482491599,1.402282613428731,0.3143762510636002
0.0617669049472899,1.4179650775550403,0.369829521951865
0.10898924515717104,1.4362716228889325,0.3958241355242774
0.15556956380071638,1.455736585389395,0.39223786533648364
0.20187448599573746,1.474891696145605,0.35836308297530944
0.2482706368600446,1.4922686862467363,0.29291293950966313
0.29512464151144824,1.5063992867819642,0.19497928907148693
